textID,text,selected_text,sentiment
38c5df766b,None of the people I talk to in my P.E. class are here  I`m going to be so bored all period.,None of the people I talk to in my P.E. class are here  I`m going to be so bored all period.,-1
905e0f6f5f,OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,OMGSH,1
6952554202,First Day at the new job! Yeah!,First Day at the new job! Yeah!,1
340600d483,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,0
cabdea54e4," Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!",hehe,1
8e762fc337," i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha","i love the cheesey ones, and the cool orignal ones",1
ed31aaf838,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,0
0116bed2a0," hm, this not a good medium for much more then yes/no  I am responding to previous posts,days ago, & other conversations we had",not a good,-1
6732a69187,.  Will have to try.  Our Pei Wei closed so I can`t try there.,Will have to try.  Our Pei Wei closed so I can`t try there.,0
49ed23c40c,At work I don`t like today its nasty outside  can`t wait to get home today and clean my house!,its nasty outside  can`t wait,-1
316ffa3640," - Bingley, just for that practise-the-proposal scene toward the end. So endearing",endearing,1
7a837cdd87,Back from Worcester.  My work week starts on Friday at 2:30.,Back from Worcester.  My work week starts on Friday at 2:30.,0
356ad29589, I feel your pain. Mine is the same way,I feel your pain.,-1
8a524ae9ca,"good moring  gonna take a shower, fix my hair and then Im going out .",good moring,1
66eff42a06," - No hard feelings, I hope  Like I say, I think we agree with each other.","No hard feelings, I hope  Like I say",1
716f15fa70, zombie wrangler sounds like fun. I don`t have halo wars.,fun.,1
cb25fcbb80, Lol! Joyologist? Love it - much better than the happy freak who can`t stop smiling  Enjoy Monday!,Lol! Joyologist? Love it - much better than the happy freak who can`t stop smiling  Enjoy Monday!,1
3a58fe626c, really? awesome! we love it...and I work at buckhead church too. I love it all around.,awesome! we love it.,1
e4944a82ed," let me guess ... ran a few miles?  Respect dude, I can`t do it.  Maybe you should train me",Respect,1
c30a0c9bdd,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,currently unemployed,-1
c15ed385e2,: I`ve got a fairly flat route available... the problem is I no longer have a fully functional bike to ride,I`ve got a fairly flat route available... the problem is I no longer have a fully functional bike to ride,-1
8e7982071c," -I don`t have a ticket, my boyfriend isn`t that into them, it might rain, and I`m on a budget...boo!  I <3  tho",I`m on a budget...boo!,1
f125735c0d, How it was slept?,How it was slept?,0
3e2e986a68,Im not happy,Im not happy,-1
cc5641534c, LOL that`ll teach me to blindly trust amazon search results without reading!,LOL that`ll teach me to blindly trust amazon search results without reading!,0
63f9fed84e," if you want conversation, use email/mailing lists. I`m not convinced `140 chars and less` replies are conversation",I`m not convinced `140 chars and less` replies are conversation,-1
635fce8da9," Interesting... I never get to Etown, however.",Interesting.,1
8b8d33a2c1,Happy Mother`s Day to all you mother`s in Twitterville!,Happy Mother`s Day to all you mother`s in Twitterville!,1
ac4bbd801f," yeah, it`s gonna be rubbish!",rubbish!,-1
ed7436664f,Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST,Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST,0
eca0c361d3,http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,0
a0148c421b, at once haha.  poor aby still gets sore!,poor,-1
3686cff7dd,Lil cuz coming round today she 5  aww  haha,haha,1
d167bfe246,losing weight  check the pic,losing weight  check the pic,0
c41b4ffab9,I love being in charge,love,1
9b98c263cd,I want the rain to go away! There has been too much of it lately,There has been too much of it,-1
c351189e45, i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,1
0825bd4b5c, Happy Mothersday,Happy,1
55751f9b41, Hey there! What`s up?!,Hey there! What`s up?!,0
6fabbd3049,everyone vote for  for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,mashed up,-1
46dcf0b66d, you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I`m lost,I`m lost,-1
6e34e9c28a,http://twitpic.com/4w8kr - meet Bella the new member of the family!!,meet Bella the new member of the family!!,0
bdf3c84851,2 days after #all4web ...i`m still tired,tired,-1
7dc906d5a1,"Omg, watching Hollie Steel`s crying is so so painful  #bgt",painful,-1
efeb7a4614,  whenever you are mama!  Let`s do it,whenever you are mama!  Let`s do it,1
f5f2a709ca, I like them. I mean I like what`s left of them.,I like them.,1
77763d8ef7,"catching the last bit of Later with jools .. last in series .. sob, cry","sob, cry",-1
5ea02d49eb,"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.","love,",1
8ae7b5f1f0,"come on, leave Gretel alone now  I liked her doing the #Logies",liked,1
76a83e6c56,has work this afternoon,has work this afternoon,0
7f3951027f, cool. my **** itch. got sunburned at the volcano,got sunburned at the volcano,-1
4236ca3ac8, I didn`t think anyone caught that,I didn`t think anyone caught that,0
d68d268189, oooh that`s clever. I bow to your economic wisdom sensei,oooh that`s clever.,1
869918c72e,Well on a normal day I`d already be done with work...Unfortunately this is not a normal day. Which means I`ll be in the office till late.,Unfortunately,-1
cbae350081,THiNKiNG 0f HiM  <3,THiNKiNG 0f HiM  <3,0
96400a5051,"_**** :O really  well if u want, we can go 2gether next yr?","_**** :O really  well if u want, we can go 2gether next yr?",0
e058c9a356,  there will be a session of #MoMoTLV at #iva09,there will be a session of #MoMoTLV at #iva09,0
f64b778cab," my favorite song is `Im standing here but you dont see me, i`d give it all for that to change` i dont know what its called",favorite,1
536c12e429,Cause these stupid people dont have my phone and my tummy herts,Cause these stupid people dont have my phone and my tummy herts,-1
6b939c99e8," I agree, keep it in Star Trek but make it commercially viable! C`mon!","I agree, keep it in Star Trek but make it commercially viable! C`mon!",1
84d083349c,Just got home from another amazing night,Just got home from another amazing night,1
fcbd37a581,Young love comes to an end,Young love comes to an end,0
8f8ac1bc28, I know how you feel.  Takes far too much time out of my life!,I know how you feel.  Takes far too much time out of my life!,0
a252d170ca,Goodmorning World,Goodmorning,1
263aec00e3,bored out of my mind,bored out of my mind,-1
65c651848d, I thimk you were working on those muscles we love so much.,e love so much.,1
eb57a4929f, Hey what`s up? My name is Caleb and I`m your newest follower!!!,Hey what`s up? My name is Caleb and I`m your newest follower!!!,0
7ded28159b,wished didnt spend money last night,didnt spend,-1
c3840f443c,Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,0
8dade488fd,So tired,So tired,0
a914a3c939,"o, and happy mothers day",happy mothers day,1
1c0aca798f,office hours/trying to make my computer feel better.,office hours/trying to make my computer feel better.,1
c9a3f9ce68," Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those","Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those",0
26eff28426,"I`m going through withdrawls,  missing someone!!!!",missing someone!!!!,-1
fbc22a56db," I`m still on the bandwagon. Figured I`ve been on this ride so far, might as well see what happens.","I`m still on the bandwagon. Figured I`ve been on this ride so far, might as well see what happens.",0
5813735154,unemployment line here i come.,unemployment line here i come.,-1
3363ec53e8,really not feelin well...,not feelin well...,-1
eb7fc3c46f, What software do you use to design sites? I`m a CS student and currently I hard code everything. It`s not the fastest way...,It`s not the fastest way...,-1
d9fdec393d,"_shediddy lol , you gotta share too","_shediddy lol , you gotta share too",0
3e188a0b29, If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,feel better,1
5fb49dac18,My mother is taking Gambit to the vet today. I hope it`s nothing too serious.,I hope it`s nothing too serious.,1
b27cd21f87," California waiting, every little thing`s gotta be just right ? Putz, adoro essa banda","California waiting, every little thing`s gotta be just right ? Putz, adoro essa banda",0
c8939e589b, com`on dude always think that things can get worst,worst,-1
a44c82eddd, peep this remix from 'The Wu Dynasty' remix tape its delayed but this will give u a idea,delayed,-1
398837d04b,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it`ll be a good advertisement,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it`ll be a good advertisement,0
c8fe93abf7, hey  how are you?  x,hey  how are you?,0
4e45713e38, ISP all sorted i gather?! cheers for the bday wish too,cheers,1
0a29424e62,My laptop grew speakers. Now I can watch Charlie with the sound on,My laptop grew speakers. Now I can watch Charlie with the sound on,0
f238bc8516,Tiesto in Vicky Park - how excellent,excellent,1
8aaa611acc,"Yes, Rays beat the Red Sox 14-5","Yes, Rays beat the Red Sox 14-5",0
f11836c030, Hee. I love them all.,love,1
5942352255, How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.,-1
f358968122,"I have to go clothes shopping tomorrow  I hate it, but I have a serious 'clothes falling apart' situation here.","I hate it, but I have a serious 'clothes falling apart' situation here.",-1
8c3af248b5,Some guy just said he wanted to spank me,Some guy just said he wanted to spank me,-1
0b1c723d60,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM,favorite,1
edfebfc89e,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!,0
1cafbadd63, you suck,you suck,-1
7a34724822, Yay to being smokefree! Well done.,Well done.,1
c237b3bce7,_G yup - that`s where I watch all my movies,_G yup - that`s where I watch all my movies,0
70791caf15,"In pain,, poor me, I HATE THE SUN","In pain,, poor me, I HATE THE SUN",-1
99a0e261c6,off to pick up my daughters who appear to be picking up an unhealthy liking for primark...feel like a bad parent,bad parent,-1
7cacf686ad, congratulations!,congratulations!,1
31cdeb67af, when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr,when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr,0
83c2f15985,junk food and movies in a tshirt and sweats.... the only way tonight would be better is if I had someone to hang with,the only way tonight would be better is if I had someone to hang with,1
7edf250b15,****! ayoko na!! I said that in tagalog cuz idk what to do anymore!,****!,-1
842953e8a8,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",sad.,-1
88f94f7539, No dice...I searched it in the 'Help' area...just a problem some people have.  It would have been hot...oh well,No dice...I searched it in the 'Help' area...just a problem some people have.  It would have been hot...oh well,0
094a24123b,going camping in a coupla hours. gotta pack everything... by myself,going camping in a coupla hours. gotta pack everything... by myself,0
61aa37e135,one more final,one more final,0
49ed24a2ee,Hello Bank Holiday Monday  hello revision ï¿½ï¿½,Hello Bank Holiday Monday  hello revision,0
f3ef6a9c92, well just remember that tmrw is another day and hopefully won`t be as craptastic. sorry girrrrl,well just remember that tmrw is another day and hopefully won`t be as craptastic. sorry girrrrl,0
85a656ef9f,will be doing all the chores just for her mama,will be doing all the chores just for her mama,0
014a8f6298,We`ll miss you ...   Those lucky Edmontonians!,We`ll miss you,-1
cc26013188,_bug68 Bill is super!! Thanks you!!,Thanks you!!,1
3afae6cfa2,_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...,cool!,1
43778d1d23, i know... I don`t want to be left in our home by myself during the weekend...,. I don`t want to be left in our home by myself,-1
4f2402ff1f,at dancing...waiting for my turn  hope i get my newww cd with the funky reel music todayy!!!,hope i get my newww cd with the funky reel music,-1
d23b3d8a0f,Nobody likes to feel low priority.,Nobody likes to feel low priority.,-1
08a7a04a8e, What the heck? Why?? What`s going on?,What the heck?,-1
409f77a44c,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,1
6ed1d3b93d,"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):","I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",-1
487edf5617,well here i go off to work,well here i go off to work,0
0461163b76,wishing i could go out of town this weekend,wishing,1
5035388343,Listening to Miley Cyrus Breakout CD ! love it!,love,1
0ba49d0613,Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,0
476dd96b49,eeehhh. my right eye`s twitching. gonna go and watch Boystown.  happy birthday!,happy,1
5ed45c11a5,_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,0
60684c8cf0,About to take a shower. Then see how annas doing,About to take a shower. Then see how annas doing,0
9729f8b0fa, Thats beautiful,beautiful,1
63ef622fd7,"Now that Hugh Laurie has mentioned he follows  on twitter, thousands of idiots think this () is him. IDIOTS!",IDIOTS!,-1
531fe402e7,Just started raining in earnest... guess golf is off for today...,Just started raining in earnest... guess golf is off for today...,0
a55fe11056," when you get your grill taken care of this morning how about a quick shot of the hands.  Don`t ask why, just do it","when you get your grill taken care of this morning how about a quick shot of the hands.  Don`t ask why, just do it",0
7c5e0e1793,Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She`s going to have surgery this weekend.,Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She`s going to have surgery this weekend.,0
c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,0
06e5249859, Woo hoo!! Congratulations,Congratulations,1
5f8ead4a60,"Watched GossiP.Girl. Dan`s so funny, haha.","Dan`s so funny,",1
61a29cfbc7, Hope you  feel better soon little Magic Girl,Hope,1
3a6ca862f5,  im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS,o lonely,-1
8f67eb835b, - don`t feel bad. I got a foad for a promotion here too.,foad,-1
16e4be5a1e,its too early to be up! wishes i could sleep in today,wishes,1
11a70f875d," hey hey, some else has twitter!","hey hey, some else has twitter!",0
9d152ac0aa,_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,0
e01b7f3450,"I have been called by my friend the bed. It is time to acknowledge the inevitable.  Goodnight All, Hello Sleep","I have been called by my friend the bed. It is time to acknowledge the inevitable.  Goodnight All, Hello Sleep",0
1fbce7ad49, you and  are both baitersss  hope tonight is fun!,s  hope tonight is fun,1
527ff19697," did you see Star Trek yet?  i`ve seen it, twice already! i didn`t like it the first time, the second time was way better!!! hahaha","did you see Star Trek yet?  i`ve seen it, twice already! i didn`t like it the first time, the second time was way better!!! hahaha",0
7b153dd5d7,  I`m starting to feel depressed with this hurricane talk... I`m on the front lines down here!,l depressed,-1
9ec0bbb603,can`t stop smiling  i`m in the best mood right now!!!!!,best,1
c88238fa1e, An expense I could do without at the moment,An expense I could do without at the moment,0
76f2272991,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,0
35e24f0ea7,"is watching big brothes big quiz    ,       rather tiredd    , but downloading a dvd so have to wait till finished till i can go to bed",",       rather",-1
09a7ff07ee, Aw you are and you`re welcome,Aw you are and you`re welcome,1
3d426e519a,Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,0
5a1fb678df, i looked for you but couldn`t find you amongst the crowd,i looked for you but couldn`t find you amongst the crowd,0
50e0c09bc1, yeah although probably not on BGT  bugger,yeah although probably not on BGT  bugger,0
66a93bc52d,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!","I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",0
7de057cf40,is cleaning the house for her family who is comming later today..,is cleaning the house for her family who is comming later today..,0
9c4817f73b,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me,0
e630a3dfdf,It baffles me how much Radio Shack isn`t the same Radio Shack I grew up with,baffles,-1
f4a8656e7c," they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes","they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",-1
7006aecd37, LOL. Academy-ish. Haha. I really really miss O.B.,miss,-1
8723c883ba, its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch & WINE!,.i was kinda feeling ignored,-1
df724fdbe2,Happy Mother`s Day to all the Momma`s to be and Mommas currently.  Have a wonderful day!!!,wonderful,1
60d5654a72,whopee TGIF   that was more fun when i had a job,as more fun,1
fb6c9f0a9e,i should be 'bus stalking' right now..i soo wish i were still meeting  today,i should be 'bus stalking' right now..i soo wish i were still meeting  today,0
88bc296af6," Yeah it did, it explained everything","Yeah it did, it explained everything",0
413125e9eb, dude fail.  i know exactly where this place is too,fail.,-1
4e8c75d9bf,uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp.! omq tomorroww iss mother`s dayy,but i juss cantt sleepp.! omq,-1
6d514da7d2,i bought a Italian horseshoe charm. Dragon! it seems to be very strong,strong,1
610347839f,http://bit.ly/TGVR7  via  thank you tiff,thank you tiff,1
d5ebd5f984, You win ... SIGH Rakeem,win,1
f68512137c,had a great day...and now I`m off to bed. tomorrow I`m back in sd,great,1
4a06159fcc, Yep!!,Yep!!,0
fbaca7805c,"PLEASE PLEASE, ANYONE?","PLEASE PLEASE, ANYONE?",1
9765001930," Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...","Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...",0
3670a05424,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING,0
97d0fd65e6,Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,bad.,-1
8a5f2aa0bd, grrrrri want you to come  kiss justice for me !!!,grrrrri want you to come  kiss justice for me !!!,1
5252524b59,I may have come down with something; we`re almost out of tissues!    this is not a good season  http://tinyurl.com/nccqya,this is not a good season,-1
ef394f3b50,is wondering y Mother Nature is making my life miserable,y Mother Nature is making my life miserable,-1
97e811cd65,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,missing my bffls! missing my friday night dates!,-1
04d4a3c191,i need new running shoes!! my feet are completely torn up,torn up,-1
7270ae8bb3,watching two of my patients die tonight has put me in a funk. one was young.,has put me in a funk.,-1
50341c5b7c," As much as I loved Texas, my dislike for needles could interfere.","As much as I loved Texas, my dislike for needles could interfere.",0
38a591c5ba, left a comment on your blog post,left a comment on your blog post,0
f82c9ce2b7, hope ya sleepin well  guys still here,hope ya sleepin well  guys,1
8ee090e3f2,DIDO 'US 2 Little Gods' http://ow.ly/9UIn 'Just this moment/ Let it all stop here/ I`ve had my fill'...words that make you panic...,panic..,-1
a6a3c2ab93,"Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it`s one of those weeks.","Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it`s one of those weeks.",0
2d9c0cff20, What day is it? What`s #FF? I`m worst than you,worst,-1
6fc00bea3d, why would you want a clone? Unboxed a new 24' iMac last night and it`s beautiful! Too bad it`s not mine,it`s beautiful! Too bad it`s not mine,0
17de4b411b,"@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in 'Unity'-mode.","great,",1
5dc1aaeac6,http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though,Nothing but Efteling-fun !!,1
336ef6777c,"One final down, two to go!","One final down, two to go!",0
663d7b9d62,"Getting used to getting up in the cold, but my asthma is paying for it.",asthma is paying for it.,-1
2f3ff51870,yeah.... and im gonna take ur picture off my ipod baby..,yeah.... and im gonna take ur picture off my ipod baby..,0
f0e3079931,"_babe woo! im getting mine on monday,cant wait  x",cant wait,1
b55e8b3e2e, I`m having the same problem,problem,-1
fef24b7b30, happiest of birthdays to you Kat,happiest,1
25d0ae4faf,The case for my iPod Touch is literally falling apart.  So junk,The case for my iPod Touch is literally falling apart.  So junk,-1
4b6f08e92c, me too bb,me too bb,0
6c7eaf4474,needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,0
560aeb3191, I KNOW I`m so excited for them!,I`m so excited for them!,1
162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,Cannot wait,1
024ab7f5da,Goodnight and Goodbye ?,Goodnight and Goodbye ?,1
a545854bf7,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men","He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men",1
d4c6184863,Crappy Day...,Crappy,-1
dbe49e110b," yep, so I **** it.",I **** it.,-1
1848ee74fe, -- yeahhh u wasnt thereeeeeeeeeee,-- yeahhh u wasnt thereeeeeeeeeee,0
e18a2f80b1,"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony",Sad,-1
4f1aab3432,i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,yay!,1
f72cb7c076,_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see,great!,1
828b37669c, You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,0
b0915e0362," Southridge was moved a week later cause of Swine flu, i think","Southridge was moved a week later cause of Swine flu, i think",0
2a2fd0848d,"finally gone to the beach, yeaaaah!","finally gone to the beach, yeaaaah!",1
ec25248c32,Oops spent too much already lol 50 quid gone,spent too much already,-1
0ed5414121,_nash Ba-dum-tish!  You win,Ba-dum-tish!  You win,1
e35092f989,god it pisses me off that i always enter comps & never win.I am such a sore loser,pisses,-1
9f80c14324,i`m so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida,i`m so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida,-1
59127ec9db," forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",forgot,-1
3e1e06dba8, I know anne and judy,I know anne and judy,0
394b0fb576,"Just for fun: Jessica Alba weekly Twitter follower count: 35,138 (+5,468). This is starting to look like a movement.  ","Just for fun: Jessica Alba weekly Twitter follower count: 35,138 (+5,468). This is starting to look like a movement.",0
200a6a20e1, I`m going to Cali in like two weeks! But it`s nor cal,I`m going to Cali in like two weeks! But it`s nor cal,0
87d43edc49,About to clean my room,About to clean my room,0
080bb8b0ea, I work tomorrow,I work tomorrow,0
054bf4b3c5,Work...,Work...,0
93258e4642,Going to the Chiro to see what is wrong with my bum ankle.,what is wrong with my bum ankle.,-1
df8b0a5876, cute   Time for a twitpic ;),cute,1
7a3245a6a8,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr,0
dc8ac6d818,"The trip to Stockholm got cancelled  To make it up I`m planning to do some shopping tomorrow, nothing makes a girl as happy like shopping","The trip to Stockholm got cancelled  To make it up I`m planning to do some shopping tomorrow, nothing makes a girl as happy like shopping",0
0a7bcd83f5,my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for **** he does.,irritating.,-1
d0253fe4ae,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*,e fail. *suicide*,-1
060d3914fa,"Whoops! Start Trek,...not Start! Duh.",Whoops!,-1
fb647d7593, haha I fail  just remember sohcahtoa xD,haha I fail,0
cdf0ff5923,Was about to head downtown...now there`s a flash flood!  - Photo: http://bkite.com/07XFs,Was about to head downtown...now there`s a flash flood!,0
dc08cdbdad,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z,no one to dance with tonight!,-1
fbfad74229," I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do","I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do",0
67a8fd1f5b,doin homework ugh,doin homework ugh,-1
1698dbc236," How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",? Must be hard,-1
0c04d8973a, now if I still lived that way you could pop in and see me  but I don`t so you can`t,now if I still lived that way you could pop in and see me  but I don`t so you can`t,0
51373f5fde,"Up, I slept in till 11.02 !!! Shooting a new vid today","Up, I slept in till 11.02 !!! Shooting a new vid today",0
014c65b878, apparently!  Haven`t tried the site tho. Maybe will get better results.,apparently!  Haven`t tried the site tho. Maybe will get better results.,1
4ab017622a,is Jay Leno`s last show tonight,is Jay Leno`s last show tonight,0
b605bcf6ec,is working.   I am so happy my job is a radio and not anything physically exhausting....,o happy,1
9004bfe410,Happy Meal - B.O.B. toy  http://tinyurl.com/cjtqaf,Happy Meal,1
1a67ebd497,"It`s **** cold here north now! It was like 77 DF yesterday where I was, here it`s 37,4",It`s **** cold here,-1
36e3e0d87b,my day is starting at 2:38pm. woops  work in less than 3 hours...,woops,-1
215ba6dbfb," Yeah, I wanted to say this, that there`s a @ yourname section.  A bit tricky way to find your replies, tho.","Yeah, I wanted to say this, that there`s a @ yourname section.  A bit tricky way to find your replies, tho.",0
950c79ea38,Watching Matilda,Watching Matilda,0
74b274ee2a,Sunburned from Venice and watching Fred Claus....Such excitement!!,excitement!!,1
38c3dee100, I LOVE pb & banana sandwiches!! Still a fav of mine,LOVE,1
15decd314a, http://twitpic.com/416b7 - hey! nice pic,hey! nice pic,1
3892687f15," Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?",Hope,1
64c566f57a, i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,good,1
092f5873c0," Haha, nice! ;) Thanks for letting me know!","Haha, nice! ;) Thanks for letting me know!",1
d3c4b3ea9e, ha ha  thank you!,ha ha  thank you!,1
53a461642e, Morning babe!  I plan on overdoing it today! lol Hope you do rest & put your feet up! xxxx,l Hope,1
152f053eaf, muhahaha you`ve joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,a good,1
0d450d9607,I wanna see my mama but she hasn`t called me back yet  MAMA...MAMA!!!,hasn`t,-1
bdc2cf9da3,Busy day! No time to tweet  Bmore what`s happening this weekend?,Busy day! No time to,-1
948c2d3874,"In other news: i like this band, 'Lydia', and its easy-going melancholy-yet-cheery songs. It`s good listening",like,1
438088f1ab," I guess it`ll work under fusion. Otherwise you`ll have to boot directly to Vista just to do some online banking, which sucks","I guess it`ll work under fusion. Otherwise you`ll have to boot directly to Vista just to do some online banking, which sucks",-1
f72f91f537, is that it`s welsh name?,is that it`s welsh name?,0
f00f98900a, ohwwww  whatever I`m excited anyway.,r I`m excited anyway.,1
